@relation estudiantes

@attribute Documento numeric
@attribute ID_Estudiante numeric
@attribute Edad numeric
@attribute Género {Masculino, Femenino, Otro}
@attribute Horas_Estudio_Semanal numeric
@attribute Asistencia numeric
@attribute Promedio_Parciales numeric
@attribute Participación_Clases {Baja, Media, Alta}
@attribute Uso_Plataforma_Virtual {Bajo, Medio, Alto}
@attribute Antecedentes_Pérdida {Sí, No}
@attribute Apoyo_Familiar {Bajo, Medio, Alto}
@attribute Carga_Académica numeric
@attribute Problemas_Personales {Ninguno, Leves, Graves}
@attribute Perderá_Asignatura {tested_positive, tested_negative}

@data
38623242,265,11,Femenino,18,82.86,2.9,Media,Medio,No,Bajo,1,Graves,tested_negative
96029850,266,17,Masculino,19,80.39,3.73,Baja,Bajo,Sí,Medio,3,Ninguno,tested_negative
28779224,267,15,Femenino,12,93.13,3.8,Baja,Alto,No,Bajo,5,Graves,tested_negative
86977142,268,12,Femenino,9,67.23,2.48,Baja,Medio,Sí,Medio,2,Leves,tested_negative
57996239,269,12,Otro,8,92.82,3.71,Alta,Alto,Sí,Bajo,5,Ninguno,tested_negative
94110879,270,10,Otro,22,87.17,3.99,Alta,Medio,Sí,Bajo,1,Leves,tested_negative
14619291,271,16,Masculino,4,94.12,3.45,Media,Alto,No,Alto,4,Graves,tested_negative
41438931,272,12,Femenino,11,84.0,3.48,Media,Medio,No,Bajo,5,Ninguno,tested_negative
69670799,273,18,Otro,6,100.0,3.73,Alta,Alto,Sí,Medio,4,Leves,tested_negative
15231931,274,13,Masculino,20,100.0,3.49,Baja,Bajo,No,Bajo,2,Leves,tested_negative
89257923,275,14,Femenino,28,100.0,3.44,Media,Bajo,Sí,Medio,3,Leves,tested_negative
27900015,276,10,Otro,3,79.57,3.16,Baja,Medio,Sí,Bajo,5,Ninguno,tested_negative
84822424,277,13,Masculino,27,89.27,3.33,Alta,Alto,No,Medio,3,Ninguno,tested_negative
47269801,278,18,Masculino,7,70.58,2.78,Alta,Alto,No,Medio,4,Graves,tested_negative
43613825,279,11,Femenino,7,93.84,3.3,Alta,Bajo,Sí,Bajo,4,Ninguno,tested_negative
98614113,280,16,Masculino,20,79.69,3.96,Media,Bajo,Sí,Medio,2,Graves,tested_negative
19584840,281,16,Otro,10,91.7,3.29,Media,Alto,No,Alto,2,Leves,tested_negative
77114506,282,12,Femenino,11,94.87,3.13,Alta,Alto,No,Alto,5,Graves,tested_negative
35957061,283,10,Otro,21,94.64,4.16,Media,Alto,Sí,Medio,1,Leves,tested_negative
40477963,284,14,Femenino,25,90.72,4.07,Media,Alto,No,Medio,4,Graves,tested_negative
67263480,285,14,Femenino,9,87.87,3.42,Baja,Medio,No,Bajo,4,Graves,tested_negative
25951552,286,12,Femenino,7,92.56,3.83,Baja,Medio,No,Medio,5,Graves,tested_negative
95694164,287,17,Otro,11,100.0,3.88,Baja,Bajo,Sí,Medio,4,Leves,tested_negative
32058880,288,10,Femenino,10,77.78,2.9,Alta,Alto,No,Medio,2,Leves,tested_negative
32054681,289,12,Masculino,25,87.61,3.25,Alta,Alto,No,Bajo,2,Graves,tested_negative
17311965,290,16,Otro,14,86.71,3.19,Media,Bajo,Sí,Bajo,5,Leves,tested_negative
44577689,291,13,Masculino,7,81.83,3.28,Baja,Bajo,Sí,Alto,3,Leves,tested_negative
63701243,292,14,Masculino,19,62.49,2.81,Alta,Medio,Sí,Bajo,2,Ninguno,tested_positive
43905326,293,15,Femenino,3,90.94,3.21,Baja,Medio,No,Bajo,4,Ninguno,tested_negative
59786612,294,11,Otro,10,98.59,3.37,Media,Bajo,Sí,Bajo,1,Leves,tested_negative
34821104,295,16,Masculino,16,93.74,3.39,Media,Alto,Sí,Bajo,5,Graves,tested_negative
89326666,296,16,Masculino,15,63.92,2.42,Alta,Medio,Sí,Bajo,5,Leves,tested_positive
44278285,297,10,Femenino,15,82.05,3.54,Media,Medio,Sí,Medio,5,Graves,tested_negative
99641236,298,13,Femenino,8,81.82,3.75,Baja,Medio,No,Alto,4,Graves,tested_negative
18343174,299,13,Masculino,11,70.6,3.11,Alta,Bajo,Sí,Alto,1,Leves,tested_negative
67308707,300,15,Otro,4,92.11,3.8,Baja,Bajo,Sí,Alto,4,Graves,tested_negative
34638279,301,16,Otro,16,76.32,3.21,Media,Bajo,No,Bajo,4,Ninguno,tested_negative
52687341,302,18,Masculino,8,95.14,3.69,Baja,Alto,Sí,Alto,4,Ninguno,tested_negative
21366203,303,18,Femenino,12,93.96,3.65,Media,Bajo,No,Bajo,1,Leves,tested_negative
91527014,304,12,Otro,9,79.31,2.49,Baja,Alto,Sí,Bajo,1,Graves,tested_positive
15799021,305,10,Otro,22,71.94,3.99,Baja,Bajo,Sí,Alto,2,Graves,tested_negative
89180859,306,16,Femenino,8,76.83,3.31,Media,Alto,Sí,Medio,1,Ninguno,tested_negative
95564648,307,14,Otro,15,69.54,2.85,Baja,Alto,Sí,Bajo,2,Graves,tested_positive
18987931,308,17,Otro,2,100.0,3.72,Alta,Alto,No,Alto,1,Leves,tested_negative
68249889,309,18,Masculino,28,91.85,3.35,Alta,Alto,Sí,Alto,3,Graves,tested_negative
49529196,310,13,Otro,17,93.17,3.53,Alta,Medio,Sí,Alto,2,Leves,tested_negative
37389772,311,15,Otro,12,89.78,3.62,Alta,Bajo,No,Alto,1,Ninguno,tested_negative
90112181,312,18,Femenino,7,87.72,3.41,Alta,Alto,Sí,Bajo,3,Leves,tested_negative
83477634,313,11,Masculino,15,94.6,3.34,Media,Bajo,Sí,Medio,3,Graves,tested_negative
23664282,314,16,Masculino,9,100.0,3.33,Baja,Bajo,No,Medio,2,Graves,tested_negative
15456566,315,14,Otro,2,97.95,2.93,Media,Medio,Sí,Alto,4,Ninguno,tested_negative
39206802,316,11,Femenino,7,85.93,3.25,Alta,Bajo,Sí,Medio,3,Ninguno,tested_negative
43199939,317,18,Femenino,6,100.0,3.6,Baja,Bajo,Sí,Alto,1,Leves,tested_negative
86184301,318,16,Masculino,7,70.17,2.49,Alta,Alto,No,Medio,2,Ninguno,tested_negative
65610827,319,14,Masculino,9,87.4,3.08,Baja,Medio,Sí,Alto,2,Leves,tested_negative
65486604,320,11,Otro,6,91.91,3.71,Baja,Alto,No,Alto,1,Leves,tested_negative
65620377,321,11,Masculino,11,77.25,2.95,Baja,Medio,Sí,Bajo,5,Ninguno,tested_positive
32642370,322,16,Femenino,14,86.2,3.21,Baja,Medio,Sí,Medio,3,Leves,tested_negative
74493211,323,11,Femenino,7,77.22,2.43,Baja,Medio,Sí,Bajo,4,Graves,tested_positive
72409307,324,15,Masculino,12,96.73,3.23,Alta,Medio,No,Medio,4,Leves,tested_negative
17164137,325,10,Femenino,8,100.0,3.12,Baja,Bajo,No,Bajo,5,Leves,tested_negative
23106192,326,18,Femenino,10,71.55,3.38,Baja,Bajo,Sí,Bajo,1,Ninguno,tested_negative
28048398,327,16,Masculino,10,79.89,2.86,Media,Medio,Sí,Bajo,4,Leves,tested_negative
12803315,328,16,Masculino,3,100.0,3.45,Media,Bajo,No,Alto,3,Graves,tested_negative
28153871,329,17,Otro,8,73.8,2.93,Media,Alto,No,Bajo,2,Leves,tested_negative
96336251,330,11,Otro,18,81.58,3.96,Media,Medio,Sí,Medio,3,Leves,tested_negative
74843770,331,13,Otro,13,88.4,3.57,Alta,Bajo,No,Alto,3,Leves,tested_negative
60713540,332,12,Masculino,11,93.89,3.01,Baja,Bajo,No,Bajo,2,Ninguno,tested_negative
12346725,333,10,Femenino,14,69.44,3.09,Alta,Alto,Sí,Alto,4,Graves,tested_negative
89478101,334,18,Otro,9,87.3,2.72,Alta,Medio,No,Alto,3,Ninguno,tested_negative
94988188,335,10,Masculino,19,90.7,2.96,Baja,Alto,No,Alto,2,Graves,tested_negative
17889087,336,16,Femenino,14,76.88,3.41,Media,Alto,No,Medio,1,Ninguno,tested_negative
85598697,337,18,Masculino,7,90.02,3.35,Media,Medio,No,Alto,3,Ninguno,tested_negative
48971303,338,16,Otro,17,100.0,3.83,Media,Bajo,No,Bajo,2,Graves,tested_negative
95071085,339,15,Masculino,9,76.83,3.91,Baja,Bajo,Sí,Bajo,3,Ninguno,tested_negative
41228389,340,18,Masculino,10,82.24,3.75,Alta,Alto,No,Alto,3,Leves,tested_negative
31075322,341,11,Masculino,11,80.7,2.73,Baja,Alto,Sí,Bajo,2,Ninguno,tested_negative
66678032,342,13,Masculino,18,88.81,3.39,Media,Medio,No,Alto,5,Ninguno,tested_negative
56934148,343,12,Masculino,2,69.29,2.99,Media,Alto,No,Medio,3,Leves,tested_negative
38914167,344,12,Femenino,13,92.12,3.67,Alta,Alto,Sí,Bajo,2,Leves,tested_negative
32682008,345,10,Otro,10,77.38,3.16,Baja,Bajo,Sí,Bajo,2,Leves,tested_negative
35333724,346,17,Otro,27,92.17,3.89,Baja,Medio,No,Alto,3,Leves,tested_negative
33862624,347,10,Masculino,15,97.9,3.54,Alta,Medio,Sí,Alto,5,Ninguno,tested_negative
34260240,348,18,Masculino,6,80.44,3.89,Baja,Alto,No,Alto,3,Ninguno,tested_negative
12314833,349,14,Femenino,2,86.99,3.01,Media,Medio,No,Medio,3,Ninguno,tested_negative
38282467,350,11,Masculino,17,87.03,3.33,Media,Alto,Sí,Alto,4,Leves,tested_negative
38634427,351,10,Masculino,16,92.47,4.05,Baja,Alto,Sí,Bajo,5,Ninguno,tested_negative
51043954,352,16,Masculino,4,100.0,3.59,Alta,Alto,No,Alto,3,Graves,tested_negative
18884844,353,11,Femenino,9,77.45,2.94,Baja,Alto,Sí,Medio,3,Ninguno,tested_negative
24530462,354,13,Masculino,21,89.7,4.11,Media,Alto,No,Bajo,2,Leves,tested_negative
72232366,355,15,Otro,21,79.78,3.27,Baja,Alto,No,Bajo,3,Leves,tested_negative
78421833,356,17,Femenino,20,80.89,2.8,Alta,Medio,Sí,Bajo,2,Leves,tested_negative
88444410,357,11,Femenino,19,92.6,4.13,Alta,Alto,No,Bajo,5,Ninguno,tested_negative
49933876,358,10,Otro,17,78.47,3.36,Baja,Medio,Sí,Alto,2,Leves,tested_negative
33289404,359,13,Femenino,16,89.05,3.27,Media,Medio,Sí,Medio,2,Ninguno,tested_negative
77965045,360,15,Otro,17,68.09,3.0,Alta,Alto,No,Bajo,2,Leves,tested_negative
23605712,361,15,Femenino,9,95.13,3.13,Baja,Bajo,Sí,Medio,1,Graves,tested_negative
74878467,362,18,Masculino,23,83.69,3.15,Alta,Bajo,Sí,Medio,2,Leves,tested_negative
33846909,363,11,Masculino,27,77.16,3.87,Media,Medio,Sí,Bajo,5,Graves,tested_negative
64008888,364,11,Femenino,15,77.81,3.05,Alta,Bajo,No,Medio,3,Leves,tested_negative
44891255,365,15,Femenino,21,76.29,2.64,Alta,Medio,Sí,Bajo,4,Graves,tested_positive
13330258,366,10,Otro,2,84.94,3.53,Alta,Medio,Sí,Bajo,5,Leves,tested_negative
72261433,367,17,Femenino,11,77.98,3.25,Alta,Alto,Sí,Medio,2,Ninguno,tested_negative
54809691,368,13,Femenino,6,72.22,2.96,Baja,Bajo,No,Medio,1,Graves,tested_positive
32278522,369,14,Otro,17,75.38,3.12,Media,Bajo,No,Alto,3,Leves,tested_negative
68343653,370,17,Otro,16,81.14,3.29,Baja,Alto,No,Medio,1,Leves,tested_negative
50384012,371,16,Femenino,19,91.83,3.19,Alta,Bajo,No,Alto,1,Leves,tested_negative
45233714,372,17,Otro,8,70.18,3.04,Media,Bajo,Sí,Alto,3,Leves,tested_negative
66179843,373,15,Masculino,16,86.85,3.75,Baja,Alto,Sí,Alto,4,Graves,tested_negative
34487512,374,17,Masculino,2,91.94,3.44,Alta,Bajo,No,Bajo,3,Leves,tested_negative
85964789,375,10,Otro,3,69.64,3.1,Media,Alto,No,Alto,3,Leves,tested_negative
80492739,376,12,Masculino,12,83.89,3.07,Media,Alto,Sí,Bajo,3,Leves,tested_negative
82031195,377,17,Femenino,20,71.97,2.87,Baja,Bajo,No,Bajo,2,Ninguno,tested_negative
11154088,378,13,Otro,16,75.88,3.84,Alta,Medio,No,Bajo,5,Leves,tested_negative
67193450,379,12,Femenino,5,75.43,2.63,Media,Alto,Sí,Medio,2,Ninguno,tested_negative
92825775,380,16,Masculino,16,82.31,3.4,Media,Bajo,Sí,Alto,4,Ninguno,tested_negative
88981184,381,14,Femenino,10,75.65,3.14,Alta,Medio,No,Medio,5,Ninguno,tested_negative
32997201,382,10,Femenino,20,94.69,4.15,Media,Medio,No,Medio,5,Ninguno,tested_negative
63653105,383,12,Femenino,10,87.24,3.4,Alta,Alto,Sí,Medio,4,Leves,tested_negative
74781345,384,16,Masculino,11,85.52,4.22,Baja,Alto,No,Bajo,1,Leves,tested_negative
27942679,385,16,Femenino,4,82.43,2.85,Baja,Bajo,No,Medio,5,Ninguno,tested_positive
54968413,386,16,Masculino,11,86.93,2.73,Baja,Alto,No,Bajo,4,Ninguno,tested_negative
24606720,387,15,Femenino,5,99.08,3.41,Media,Medio,Sí,Medio,5,Graves,tested_negative
54559242,388,16,Femenino,2,70.71,2.85,Media,Medio,Sí,Medio,4,Ninguno,tested_negative
45387472,389,11,Masculino,8,74.39,3.15,Media,Bajo,Sí,Alto,1,Graves,tested_negative
41160195,390,12,Otro,6,85.12,3.13,Alta,Alto,Sí,Bajo,2,Graves,tested_negative
97152229,391,17,Masculino,19,87.54,3.9,Media,Bajo,No,Bajo,2,Leves,tested_negative
75632913,392,15,Masculino,7,78.19,3.82,Baja,Bajo,Sí,Bajo,3,Ninguno,tested_negative
19340942,393,13,Masculino,8,80.34,3.37,Alta,Alto,No,Alto,3,Graves,tested_negative
31922769,394,16,Masculino,14,91.4,3.58,Media,Bajo,Sí,Medio,1,Graves,tested_negative
53267991,395,10,Otro,11,100.0,3.43,Baja,Bajo,No,Bajo,4,Ninguno,tested_negative
30694260,396,13,Femenino,15,84.07,3.28,Media,Bajo,No,Bajo,1,Leves,tested_negative
27161679,397,14,Masculino,8,82.67,3.05,Baja,Alto,Sí,Bajo,5,Graves,tested_negative
53672138,398,11,Femenino,6,72.88,3.11,Media,Medio,Sí,Alto,3,Leves,tested_negative
36527254,399,12,Masculino,19,92.44,4.13,Alta,Bajo,Sí,Medio,5,Leves,tested_negative
42452372,400,16,Otro,14,72.54,3.26,Baja,Medio,No,Alto,3,Graves,tested_negative
85892480,401,16,Femenino,17,95.14,3.61,Alta,Alto,No,Medio,2,Graves,tested_negative
70519387,402,17,Femenino,21,75.68,3.31,Media,Bajo,No,Alto,4,Graves,tested_negative
72162786,403,16,Otro,12,91.15,3.16,Baja,Medio,Sí,Bajo,3,Leves,tested_negative
13978194,404,15,Femenino,7,78.74,3.56,Alta,Medio,Sí,Bajo,2,Leves,tested_negative
53544739,405,18,Otro,9,79.89,3.51,Baja,Medio,No,Medio,1,Ninguno,tested_negative
32777939,406,13,Otro,11,64.53,3.46,Baja,Alto,Sí,Alto,1,Ninguno,tested_negative
66925775,407,14,Otro,7,96.75,3.84,Media,Bajo,No,Medio,1,Graves,tested_negative
52515784,408,17,Masculino,17,93.98,3.55,Media,Bajo,No,Alto,3,Graves,tested_negative
29692472,409,13,Otro,5,83.34,3.03,Alta,Medio,Sí,Bajo,3,Leves,tested_negative
83767908,410,11,Masculino,15,71.86,3.44,Alta,Medio,No,Bajo,1,Graves,tested_negative
95887797,411,17,Masculino,6,74.56,2.89,Media,Bajo,No,Bajo,1,Ninguno,tested_negative
90837812,412,18,Masculino,14,70.56,2.98,Alta,Medio,Sí,Medio,3,Leves,tested_negative
50204952,413,14,Otro,7,78.34,3.26,Baja,Alto,Sí,Bajo,5,Leves,tested_positive
33586984,414,17,Femenino,2,96.53,2.6,Baja,Bajo,No,Alto,5,Ninguno,tested_positive
23554342,415,13,Masculino,14,77.71,3.2,Media,Bajo,No,Bajo,1,Leves,tested_negative
46740391,416,17,Otro,10,75.7,3.33,Media,Medio,No,Alto,5,Leves,tested_negative
44961912,417,17,Otro,17,70.46,3.51,Baja,Alto,Sí,Medio,4,Leves,tested_negative
54649721,418,18,Otro,13,76.28,3.18,Alta,Medio,No,Alto,1,Graves,tested_negative
65368518,419,10,Otro,16,78.48,2.75,Baja,Medio,Sí,Bajo,1,Ninguno,tested_negative
78755480,420,17,Otro,16,86.1,3.73,Alta,Medio,No,Bajo,1,Leves,tested_negative
11442812,421,15,Masculino,17,86.16,3.23,Baja,Alto,Sí,Bajo,1,Ninguno,tested_negative
18521616,422,14,Femenino,17,88.51,3.83,Alta,Bajo,Sí,Alto,2,Ninguno,tested_negative
41315588,423,10,Femenino,13,71.71,2.75,Media,Alto,No,Medio,4,Ninguno,tested_negative
44735445,424,16,Femenino,10,86.06,3.21,Alta,Medio,No,Alto,5,Graves,tested_negative
54093219,425,18,Masculino,5,85.48,3.87,Media,Bajo,No,Bajo,4,Graves,tested_negative
34771996,426,12,Femenino,4,100.0,4.22,Media,Bajo,No,Bajo,5,Ninguno,tested_negative
77820189,427,16,Masculino,25,95.8,3.23,Alta,Medio,No,Bajo,2,Ninguno,tested_negative
85642170,428,17,Otro,7,72.27,2.47,Alta,Medio,No,Medio,5,Graves,tested_negative
91834061,429,13,Otro,12,97.1,3.1,Alta,Bajo,Sí,Bajo,1,Leves,tested_negative
30179759,430,10,Otro,6,88.65,3.08,Baja,Alto,No,Alto,1,Ninguno,tested_negative
95865347,431,13,Otro,22,97.44,3.8,Baja,Alto,Sí,Medio,2,Graves,tested_negative
65726859,432,13,Masculino,4,87.93,3.85,Baja,Alto,No,Bajo,2,Ninguno,tested_negative
32238963,433,16,Otro,17,73.06,2.95,Alta,Medio,Sí,Alto,3,Ninguno,tested_negative
10769623,434,17,Femenino,6,91.69,3.45,Baja,Bajo,Sí,Medio,4,Graves,tested_negative
62796531,435,13,Masculino,10,70.87,3.03,Media,Alto,No,Medio,1,Ninguno,tested_negative
29194042,436,17,Otro,2,90.22,3.15,Baja,Medio,Sí,Alto,5,Ninguno,tested_negative
89066963,437,12,Femenino,13,94.32,3.76,Baja,Alto,Sí,Bajo,4,Ninguno,tested_negative
25829900,438,13,Femenino,4,85.32,3.02,Alta,Bajo,No,Medio,4,Leves,tested_negative
81998502,439,17,Otro,5,73.9,2.01,Media,Medio,No,Bajo,2,Graves,tested_negative
87277627,440,13,Otro,5,75.27,3.41,Baja,Alto,No,Medio,4,Leves,tested_negative
29570019,441,17,Masculino,5,84.42,3.49,Baja,Medio,Sí,Bajo,4,Graves,tested_positive
98100366,442,11,Masculino,15,89.53,3.6,Media,Bajo,No,Alto,1,Ninguno,tested_negative
71534694,443,15,Masculino,10,96.0,3.81,Baja,Bajo,No,Medio,1,Ninguno,tested_negative
86442209,444,17,Femenino,17,100.0,4.02,Media,Alto,Sí,Alto,3,Ninguno,tested_negative
59356560,445,18,Femenino,3,90.48,3.58,Media,Medio,Sí,Bajo,1,Graves,tested_negative
46569063,446,12,Otro,15,62.7,2.75,Alta,Medio,Sí,Medio,2,Leves,tested_positive
30055530,447,18,Masculino,21,93.14,3.48,Media,Medio,Sí,Medio,5,Leves,tested_negative
71981205,448,14,Masculino,17,82.9,2.9,Alta,Alto,No,Alto,3,Graves,tested_negative
72244418,449,13,Otro,14,94.83,3.32,Media,Alto,No,Alto,1,Leves,tested_negative
82451718,450,16,Otro,10,80.08,2.72,Baja,Medio,Sí,Bajo,4,Ninguno,tested_positive
84828785,451,10,Masculino,2,63.9,3.61,Baja,Alto,Sí,Alto,4,Ninguno,tested_positive
85401275,452,14,Masculino,5,81.14,3.18,Media,Bajo,Sí,Bajo,3,Ninguno,tested_negative
14891589,453,13,Femenino,4,91.03,3.55,Media,Bajo,No,Alto,2,Leves,tested_negative
85159158,454,11,Femenino,25,90.32,3.88,Baja,Alto,No,Alto,1,Ninguno,tested_negative
47887871,455,10,Femenino,9,71.83,2.96,Media,Medio,Sí,Bajo,4,Leves,tested_negative
64946072,456,15,Otro,4,94.24,2.86,Media,Alto,No,Alto,4,Graves,tested_negative
89006073,457,11,Femenino,3,98.91,3.2,Alta,Medio,No,Bajo,4,Graves,tested_negative
36580721,458,13,Femenino,14,94.18,3.68,Baja,Medio,Sí,Alto,3,Graves,tested_negative
77438891,459,10,Femenino,14,77.57,3.27,Media,Bajo,No,Medio,3,Ninguno,tested_negative
60640082,460,10,Otro,3,90.03,3.45,Baja,Medio,No,Alto,4,Ninguno,tested_negative
91144889,461,10,Femenino,15,83.92,3.69,Alta,Bajo,No,Bajo,4,Leves,tested_negative
83028721,462,15,Masculino,16,89.05,4.85,Alta,Bajo,Sí,Medio,2,Graves,tested_negative
51145331,463,13,Femenino,12,78.2,3.42,Baja,Alto,No,Bajo,3,Graves,tested_negative
51643414,464,16,Femenino,3,82.1,3.11,Alta,Alto,Sí,Bajo,2,Graves,tested_negative
23775893,465,15,Otro,14,80.82,3.4,Alta,Alto,No,Medio,1,Leves,tested_negative
58726338,466,17,Masculino,13,82.83,2.87,Baja,Bajo,No,Bajo,3,Leves,tested_negative
42516378,467,15,Femenino,4,85.97,3.4,Alta,Alto,No,Medio,5,Ninguno,tested_negative
76031661,468,12,Masculino,20,92.28,3.71,Alta,Alto,Sí,Alto,4,Leves,tested_negative
61080675,469,11,Otro,8,93.58,4.04,Alta,Medio,Sí,Alto,1,Graves,tested_negative
96579977,470,18,Otro,8,78.73,3.13,Media,Alto,No,Medio,4,Leves,tested_negative
79049485,471,13,Otro,14,94.76,3.8,Alta,Bajo,No,Medio,4,Leves,tested_negative
72527361,472,10,Femenino,15,76.33,4.39,Media,Alto,No,Medio,4,Ninguno,tested_negative
51355046,473,13,Otro,10,71.08,3.46,Alta,Bajo,Sí,Bajo,4,Graves,tested_negative
36346503,474,12,Femenino,4,88.64,3.16,Baja,Bajo,No,Bajo,2,Ninguno,tested_negative
30677304,475,12,Masculino,8,78.43,2.36,Baja,Alto,No,Bajo,1,Ninguno,tested_negative
47778688,476,13,Femenino,16,85.58,3.18,Media,Medio,No,Alto,5,Ninguno,tested_negative
66974654,477,14,Femenino,8,86.38,3.13,Media,Alto,Sí,Bajo,5,Leves,tested_negative
22669172,478,11,Femenino,4,92.71,3.5,Alta,Bajo,Sí,Bajo,3,Graves,tested_negative
91322372,479,11,Otro,8,72.0,3.29,Media,Alto,Sí,Alto,2,Graves,tested_negative
21569397,480,17,Femenino,8,64.72,2.8,Media,Bajo,Sí,Medio,4,Graves,tested_positive
10512624,481,11,Masculino,17,69.6,3.26,Alta,Bajo,Sí,Alto,5,Leves,tested_negative
35969707,482,18,Masculino,11,86.86,3.05,Baja,Medio,Sí,Alto,1,Ninguno,tested_negative
93637540,483,15,Otro,16,80.31,3.87,Media,Bajo,Sí,Medio,3,Graves,tested_negative
37521387,484,13,Masculino,9,96.69,2.6,Alta,Bajo,Sí,Medio,1,Leves,tested_negative
85672764,485,13,Femenino,15,99.77,3.92,Alta,Bajo,No,Alto,5,Graves,tested_negative
35972391,486,13,Femenino,12,68.75,2.74,Alta,Medio,Sí,Bajo,1,Graves,tested_negative
20277615,487,16,Masculino,3,100.0,3.4,Alta,Medio,No,Bajo,3,Graves,tested_negative
53602749,488,13,Masculino,8,100.0,2.51,Media,Medio,No,Alto,1,Ninguno,tested_negative
42492082,489,10,Otro,17,98.87,2.97,Baja,Alto,No,Medio,5,Ninguno,tested_negative
62165677,490,16,Otro,3,85.6,2.83,Alta,Alto,Sí,Medio,4,Ninguno,tested_negative
94986439,491,12,Otro,18,87.56,3.37,Media,Medio,No,Bajo,4,Leves,tested_negative
47099789,492,14,Masculino,10,78.26,2.65,Baja,Medio,Sí,Alto,1,Ninguno,tested_negative
94206038,493,15,Otro,9,72.72,3.25,Baja,Medio,No,Medio,4,Ninguno,tested_negative
73271126,494,15,Otro,5,70.28,3.4,Baja,Alto,No,Alto,3,Graves,tested_negative
74239411,495,11,Femenino,12,84.29,3.71,Alta,Medio,No,Medio,2,Ninguno,tested_negative
56197591,496,12,Otro,11,77.24,2.61,Baja,Medio,No,Bajo,3,Leves,tested_negative
45966697,497,10,Masculino,6,90.84,3.12,Baja,Alto,Sí,Medio,4,Graves,tested_positive
43345650,498,14,Masculino,8,88.46,3.49,Baja,Bajo,No,Alto,3,Leves,tested_negative
20384715,499,13,Femenino,11,97.5,3.57,Alta,Bajo,No,Medio,1,Graves,tested_negative
78945136,500,10,Masculino,3,97.84,3.14,Media,Medio,No,Medio,2,Leves,tested_negative
15200857,501,15,Masculino,8,82.78,3.99,Alta,Bajo,No,Medio,5,Ninguno,tested_negative
57842198,502,11,Femenino,13,84.45,3.22,Alta,Medio,No,Bajo,2,Ninguno,tested_negative
34965600,503,13,Otro,19,88.34,3.07,Baja,Medio,No,Bajo,5,Leves,tested_negative
36166172,504,18,Masculino,10,84.2,2.87,Media,Alto,No,Alto,1,Ninguno,tested_negative
77633895,505,14,Masculino,3,100.0,3.69,Alta,Bajo,Sí,Alto,5,Leves,tested_negative
18767403,506,16,Femenino,7,78.15,3.16,Baja,Alto,No,Bajo,2,Graves,tested_negative
74972121,507,17,Femenino,4,92.13,3.38,Alta,Alto,No,Bajo,1,Leves,tested_negative
43119297,508,15,Otro,3,74.72,3.07,Baja,Bajo,Sí,Alto,1,Ninguno,tested_negative
63140998,509,12,Otro,16,89.66,3.9,Media,Alto,No,Medio,5,Leves,tested_negative
64963241,510,16,Otro,17,86.96,3.22,Alta,Medio,Sí,Alto,3,Graves,tested_negative
73547156,511,14,Femenino,13,85.48,3.3,Alta,Alto,Sí,Medio,3,Graves,tested_negative
99364311,512,14,Masculino,6,84.78,2.86,Baja,Alto,Sí,Medio,4,Ninguno,tested_positive
68928532,513,16,Masculino,6,96.85,3.42,Alta,Alto,Sí,Bajo,2,Graves,tested_negative
69685302,514,16,Otro,9,85.9,2.79,Baja,Medio,No,Medio,3,Graves,tested_negative
18745403,515,11,Otro,11,91.64,3.96,Baja,Bajo,Sí,Medio,1,Ninguno,tested_negative
66727807,516,18,Otro,5,80.82,3.49,Baja,Medio,Sí,Medio,1,Ninguno,tested_negative
89397050,517,15,Femenino,26,100.0,4.25,Media,Alto,Sí,Bajo,4,Leves,tested_negative
63055046,518,13,Masculino,3,81.93,3.4,Alta,Medio,Sí,Alto,3,Leves,tested_negative
72916905,519,18,Otro,21,89.3,3.69,Baja,Alto,No,Alto,4,Ninguno,tested_negative
19827144,520,16,Masculino,15,91.18,3.85,Alta,Alto,Sí,Alto,4,Leves,tested_negative
85356840,521,12,Masculino,9,69.43,2.67,Baja,Alto,No,Alto,3,Leves,tested_negative
27900649,522,14,Otro,25,87.63,3.57,Media,Medio,Sí,Bajo,2,Ninguno,tested_negative
17091726,523,18,Masculino,18,84.95,4.02,Alta,Alto,Sí,Alto,2,Graves,tested_negative
29711218,524,12,Masculino,16,92.08,3.21,Baja,Medio,Sí,Alto,4,Leves,tested_negative
99461794,525,12,Masculino,5,67.89,3.29,Baja,Medio,No,Medio,1,Leves,tested_negative
13509114,526,11,Femenino,3,77.58,3.3,Baja,Bajo,Sí,Medio,4,Graves,tested_negative
79170450,527,16,Masculino,11,76.06,3.83,Baja,Medio,Sí,Alto,2,Leves,tested_negative
43164712,528,12,Femenino,9,87.92,3.44,Media,Bajo,Sí,Bajo,4,Graves,tested_negative
93213329,529,12,Femenino,2,95.25,3.15,Alta,Medio,Sí,Bajo,2,Graves,tested_negative
22534948,530,15,Otro,16,88.13,3.64,Media,Alto,No,Medio,2,Graves,tested_negative
72228780,531,13,Masculino,10,97.76,3.4,Media,Alto,Sí,Medio,2,Leves,tested_negative
97531711,532,14,Otro,6,94.35,3.24,Alta,Bajo,No,Alto,1,Graves,tested_negative
65572846,533,18,Otro,12,100.0,3.48,Alta,Bajo,No,Alto,2,Graves,tested_negative
76514074,534,12,Masculino,16,83.11,2.74,Baja,Alto,Sí,Bajo,2,Leves,tested_negative
